section,episode_view,symbol,event_family,side,scale,representation,field,metric,value,event_n,control_n,note
transfer_view,8H,POOLED_EQUAL_SYMBOL,FUNDING,FUNDING_HIGH,15m,DIRECTION_RUN,origin_disagreement_bars,equal_symbol_mean_contrast,0.1552083333,4,,same_sign=3; max_abs_share=0.367730
event_control,8H,BTCUSDT,FUNDING,FUNDING_HIGH,15m,DIRECTION_RUN,w4_displacement_atr,mean_event_minus_control,0.5944879344,4,4,invalid_or_unmatched=356; total=360
event_control,8H,ETHUSDT,FUNDING,FUNDING_HIGH,15m,DIRECTION_RUN,w4_displacement_atr,mean_event_minus_control,0.5274179632,10,10,invalid_or_unmatched=319; total=329
event_control,8H,SOLUSDT,FUNDING,FUNDING_HIGH,15m,DIRECTION_RUN,w4_displacement_atr,mean_event_minus_control,-0.3691544019,48,48,invalid_or_unmatched=293; total=341
event_control,8H,XRPUSDT,FUNDING,FUNDING_HIGH,15m,DIRECTION_RUN,w4_displacement_atr,mean_event_minus_control,0.45730777,60,60,invalid_or_unmatched=372; total=432
transfer_view,8H,POOLED_EQUAL_SYMBOL,FUNDING,FUNDING_HIGH,15m,DIRECTION_RUN,w4_displacement_atr,equal_symbol_mean_contrast,0.3025148164,4,,same_sign=3; max_abs_share=0.305121
event_control,8H,BTCUSDT,FUNDING,FUNDING_HIGH,15m,DIRECTION_RUN,w8_displacement_atr,mean_event_minus_control,0.0184885797,4,4,invalid_or_unmatched=356; total=360
event_control,8H,ETHUSDT,FUNDING,FUNDING_HIGH,15m,DIRECTION_RUN,w8_displacement_atr,mean_event_minus_control,1.495341135,10,10,invalid_or_unmatched=319; total=329
event_control,8H,SOLUSDT,FUNDING,FUNDING_HIGH,15m,DIRECTION_RUN,w8_displacement_atr,mean_event_minus_control,0.005696967812,48,48,invalid_or_unmatched=293; total=341
event_control,8H,XRPUSDT,FUNDING,FUNDING_HIGH,15m,DIRECTION_RUN,w8_displacement_atr,mean_event_minus_control,0.3191855128,60,60,invalid_or_unmatched=372; total=432
transfer_view,8H,POOLED_EQUAL_SYMBOL,FUNDING,FUNDING_HIGH,15m,DIRECTION_RUN,w8_displacement_atr,equal_symbol_mean_contrast,0.4596780489,4,,same_sign=4; max_abs_share=0.813255
event_control,8H,BTCUSDT,FUNDING,FUNDING_HIGH,15m,DIRECTION_RUN,w32_displacement_atr,mean_event_minus_control,-0.4774479305,4,4,invalid_or_unmatched=356; total=360
event_control,8H,ETHUSDT,FUNDING,FUNDING_HIGH,15m,DIRECTION_RUN,w32_displacement_atr,mean_event_minus_control,1.585771791,10,10,invalid_or_unmatched=319; total=329
event_control,8H,SOLUSDT,FUNDING,FUNDING_HIGH,15m,DIRECTION_RUN,w32_displacement_atr,mean_event_minus_control,1.489579699,48,48,invalid_or_unmatched=293; total=341
event_control,8H,XRPUSDT,FUNDING,FUNDING_HIGH,15m,DIRECTION_RUN,w32_displacement_atr,mean_event_minus_control,1.113217969,60,60,invalid_or_unmatched=372; total=432
transfer_view,8H,POOLED_EQUAL_SYMBOL,FUNDING,FUNDING_HIGH,15m,DIRECTION_RUN,w32_displacement_atr,equal_symbol_mean_contrast,0.9277803821,4,,same_sign=3; max_abs_share=0.339856
event_control,8H,BTCUSDT,FUNDING,FUNDING_HIGH,15m,DIRECTION_RUN,w4_range_atr,mean_event_minus_control,0.574188601,4,4,invalid_or_unmatched=356; total=360
event_control,8H,ETHUSDT,FUNDING,FUNDING_HIGH,15m,DIRECTION_RUN,w4_range_atr,mean_event_minus_control,0.6670902553,10,10,invalid_or_unmatched=319; total=329
event_control,8H,SOLUSDT,FUNDING,FUNDING_HIGH,15m,DIRECTION_RUN,w4_range_atr,mean_event_minus_control,0.03654402845,48,48,invalid_or_unmatched=293; total=341
event_control,8H,XRPUSDT,FUNDING,FUNDING_HIGH,15m,DIRECTION_RUN,w4_range_atr,mean_event_minus_control,0.2217300898,60,60,invalid_or_unmatched=372; total=432
transfer_view,8H,POOLED_EQUAL_SYMBOL,FUNDING,FUNDING_HIGH,15m,DIRECTION_RUN,w4_range_atr,equal_symbol_mean_contrast,0.3748882436,4,,same_sign=4; max_abs_share=0.444859
event_control,8H,BTCUSDT,FUNDING,FUNDING_HIGH,15m,DIRECTION_RUN,w8_range_atr,mean_event_minus_control,0.0424088875,4,4,invalid_or_unmatched=356; total=360
event_control,8H,ETHUSDT,FUNDING,FUNDING_HIGH,15m,DIRECTION_RUN,w8_range_atr,mean_event_minus_control,1.361690049,10,10,invalid_or_unmatched=319; total=329
event_control,8H,SOLUSDT,FUNDING,FUNDING_HIGH,15m,DIRECTION_RUN,w8_range_atr,mean_event_minus_control,0.091170992,48,48,invalid_or_unmatched=293; total=341
event_control,8H,XRPUSDT,FUNDING,FUNDING_HIGH,15m,DIRECTION_RUN,w8_range_atr,mean_event_minus_control,0.1822675106,60,60,invalid_or_unmatched=372; total=432
transfer_view,8H,POOLED_EQUAL_SYMBOL,FUNDING,FUNDING_HIGH,15m,DIRECTION_RUN,w8_range_atr,equal_symbol_mean_contrast,0.4193843598,4,,same_sign=4; max_abs_share=0.811720
event_control,8H,BTCUSDT,FUNDING,FUNDING_HIGH,15m,DIRECTION_RUN,w32_range_atr,mean_event_minus_control,1.105459847,4,4,invalid_or_unmatched=356; total=360
event_control,8H,ETHUSDT,FUNDING,FUNDING_HIGH,15m,DIRECTION_RUN,w32_range_atr,mean_event_minus_control,1.6307893,10,10,invalid_or_unmatched=319; total=329
event_control,8H,SOLUSDT,FUNDING,FUNDING_HIGH,15m,DIRECTION_RUN,w32_range_atr,mean_event_minus_control,0.5426574966,48,48,invalid_or_unmatched=293; total=341
event_control,8H,XRPUSDT,FUNDING,FUNDING_HIGH,15m,DIRECTION_RUN,w32_range_atr,mean_event_minus_control,0.9451536797,60,60,invalid_or_unmatched=372; total=432
transfer_view,8H,POOLED_EQUAL_SYMBOL,FUNDING,FUNDING_HIGH,15m,DIRECTION_RUN,w32_range_atr,equal_symbol_mean_contrast,1.056015081,4,,same_sign=4; max_abs_share=0.386071
event_control,8H,BTCUSDT,FUNDING,FUNDING_HIGH,15m,ATR_ORIGIN,displacement_atr,mean_event_minus_control,-0.362787834,2,2,invalid_or_unmatched=357; total=360
event_control,8H,ETHUSDT,FUNDING,FUNDING_HIGH,15m,ATR_ORIGIN,displacement_atr,mean_event_minus_control,0.2575003951,10,10,invalid_or_unmatched=319; total=329
event_control,8H,SOLUSDT,FUNDING,FUNDING_HIGH,15m,ATR_ORIGIN,displacement_atr,mean_event_minus_control,0.1066300616,43,43,invalid_or_unmatched=296; total=341
event_control,8H,XRPUSDT,FUNDING,FUNDING_HIGH,15m,ATR_ORIGIN,displacement_atr,mean_event_minus_control,0.1752317756,56,56,invalid_or_unmatched=374; total=432
transfer_view,8H,POOLED_EQUAL_SYMBOL,FUNDING,FUNDING_HIGH,15m,ATR_ORIGIN,displacement_atr,equal_symbol_mean_contrast,0.04414359956,4,,same_sign=3; max_abs_share=0.402137
event_control,8H,BTCUSDT,FUNDING,FUNDING_HIGH,15m,ATR_ORIGIN,range_atr,mean_event_minus_control,0.0238803075,2,2,invalid_or_unmatched=357; total=360
event_control,8H,ETHUSDT,FUNDING,FUNDING_HIGH,15m,ATR_ORIGIN,range_atr,mean_event_minus_control,0.7539953568,10,10,invalid_or_unmatched=319; total=329
event_control,8H,SOLUSDT,FUNDING,FUNDING_HIGH,15m,ATR_ORIGIN,range_atr,mean_event_minus_control,0.5351730077,43,43,invalid_or_unmatched=296; total=341
event_control,8H,XRPUSDT,FUNDING,FUNDING_HIGH,15m,ATR_ORIGIN,range_atr,mean_event_minus_control,-0.1014872844,56,56,invalid_or_unmatched=374; total=432
transfer_view,8H,POOLED_EQUAL_SYMBOL,FUNDING,FUNDING_HIGH,15m,ATR_ORIGIN,range_atr,equal_symbol_mean_contrast,0.3028903469,4,,same_sign=3; max_abs_share=0.533034
event_control,8H,BTCUSDT,FUNDING,FUNDING_HIGH,15m,ATR_ORIGIN,efficiency,mean_event_minus_control,-0.201550625,2,2,invalid_or_unmatched=357; total=360
event_control,8H,ETHUSDT,FUNDING,FUNDING_HIGH,15m,ATR_ORIGIN,efficiency,mean_event_minus_control,0.02162057198,10,10,invalid_or_unmatched=319; total=329
event_control,8H,SOLUSDT,FUNDING,FUNDING_HIGH,15m,ATR_ORIGIN,efficiency,mean_event_minus_control,-0.06920907603,43,43,invalid_or_unmatched=296; total=341
event_control,8H,XRPUSDT,FUNDING,FUNDING_HIGH,15m,ATR_ORIGIN,efficiency,mean_event_minus_control,0.06073706156,56,56,invalid_or_unmatched=374; total=432
transfer_view,8H,POOLED_EQUAL_SYMBOL,FUNDING,FUNDING_HIGH,15m,ATR_ORIGIN,efficiency,equal_symbol_mean_contrast,-0.04710051686,4,,same_sign=2; max_abs_share=0.570775
event_control,8H,BTCUSDT,FUNDING,FUNDING_HIGH,15m,ATR_ORIGIN,close_location,mean_event_minus_control,0.102752647,2,2,invalid_or_unmatched=357; total=360
event_control,8H,ETHUSDT,FUNDING,FUNDING_HIGH,15m,ATR_ORIGIN,close_location,mean_event_minus_control,0.04077361074,10,10,invalid_or_unmatched=319; total=329
event_control,8H,SOLUSDT,FUNDING,FUNDING_HIGH,15m,ATR_ORIGIN,close_location,mean_event_minus_control,-0.04869696142,43,43,invalid_or_unmatched=296; total=341
event_control,8H,XRPUSDT,FUNDING,FUNDING_HIGH,15m,ATR_ORIGIN,close_location,mean_event_minus_control,0.05656361614,56,56,invalid_or_unmatched=374; total=432
transfer_view,8H,POOLED_EQUAL_SYMBOL,FUNDING,FUNDING_HIGH,15m,ATR_ORIGIN,close_location,equal_symbol_mean_contrast,0.0378482281,4,,same_sign=3; max_abs_share=0.413015
event_control,8H,BTCUSDT,FUNDING,FUNDING_HIGH,15m,ATR_ORIGIN,recent_slope_atr,mean_event_minus_control,0.09723835905,2,2,invalid_or_unmatched=357; total=360
event_control,8H,ETHUSDT,FUNDING,FUNDING_HIGH,15m,ATR_ORIGIN,recent_slope_atr,mean_event_minus_control,0.1551461653,10,10,invalid_or_unmatched=319; total=329
event_control,8H,SOLUSDT,FUNDING,FUNDING_HIGH,15m,ATR_ORIGIN,recent_slope_atr,mean_event_minus_control,-0.2738585929,43,43,invalid_or_unmatched=296; total=341
event_control,8H,XRPUSDT,FUNDING,FUNDING_HIGH,15m,ATR_ORIGIN,recent_slope_atr,mean_event_minus_control,0.2319236388,56,56,invalid_or_unmatched=374; total=432
transfer_view,8H,POOLED_EQUAL_SYMBOL,FUNDING,FUNDING_HIGH,15m,ATR_ORIGIN,recent_slope_atr,equal_symbol_mean_contrast,0.05261239256,4,,same_sign=3; max_abs_share=0.361212
event_control,8H,BTCUSDT,FUNDING,FUNDING_HIGH,15m,ATR_ORIGIN,age_bars,mean_event_minus_control,-1,2,2,invalid_or_unmatched=357; total=360
event_control,8H,ETHUSDT,FUNDING,FUNDING_HIGH,15m,ATR_ORIGIN,age_bars,mean_event_minus_control,-2,10,10,invalid_or_unmatched=319; total=329
event_control,8H,SOLUSDT,FUNDING,FUNDING_HIGH,15m,ATR_ORIGIN,age_bars,mean_event_minus_control,3.023255814,43,43,invalid_or_unmatched=296; total=341
event_control,8H,XRPUSDT,FUNDING,FUNDING_HIGH,15m,ATR_ORIGIN,age_bars,mean_event_minus_control,-1.767857143,56,56,invalid_or_unmatched=374; total=432
transfer_view,8H,POOLED_EQUAL_SYMBOL,FUNDING,FUNDING_HIGH,15m,ATR_ORIGIN,age_bars,equal_symbol_mean_contrast,-0.4361503322,4,,same_sign=3; max_abs_share=0.388039
event_control,8H,BTCUSDT,FUNDING,FUNDING_HIGH,15m,ATR_ORIGIN,origin_disagreement_bars,mean_event_minus_control,-1,2,2,invalid_or_unmatched=357; total=360
event_control,8H,ETHUSDT,FUNDING,FUNDING_HIGH,15m,ATR_ORIGIN,origin_disagreement_bars,mean_event_minus_control,-2,10,10,invalid_or_unmatched=319; total=329
event_control,8H,SOLUSDT,FUNDING,FUNDING_HIGH,15m,ATR_ORIGIN,origin_disagreement_bars,mean_event_minus_control,3.023255814,43,43,invalid_or_unmatched=296; total=341
event_control,8H,XRPUSDT,FUNDING,FUNDING_HIGH,15m,ATR_ORIGIN,origin_disagreement_bars,mean_event_minus_control,-1.767857143,56,56,invalid_or_unmatched=374; total=432
transfer_view,8H,POOLED_EQUAL_SYMBOL,FUNDING,FUNDING_HIGH,15m,ATR_ORIGIN,origin_disagreement_bars,equal_symbol_mean_contrast,-0.4361503322,4,,same_sign=3; max_abs_share=0.388039
event_control,8H,BTCUSDT,FUNDING,FUNDING_HIGH,15m,ATR_ORIGIN,w4_displacement_atr,mean_event_minus_control,1.410047493,2,2,invalid_or_unmatched=357; total=360
event_control,8H,ETHUSDT,FUNDING,FUNDING_HIGH,15m,ATR_ORIGIN,w4_displacement_atr,mean_event_minus_control,0.5274179632,10,10,invalid_or_unmatched=319; total=329
event_control,8H,SOLUSDT,FUNDING,FUNDING_HIGH,15m,ATR_ORIGIN,w4_displacement_atr,mean_event_minus_control,-0.4273015348,43,43,invalid_or_unmatched=296; total=341
event_control,8H,XRPUSDT,FUNDING,FUNDING_HIGH,15m,ATR_ORIGIN,w4_displacement_atr,mean_event_minus_control,0.4917169179,56,56,invalid_or_unmatched=374; total=432
transfer_view,8H,POOLED_EQUAL_SYMBOL,FUNDING,FUNDING_HIGH,15m,ATR_ORIGIN,w4_displacement_atr,equal_symbol_mean_contrast,0.5004702098,4,,same_sign=3; max_abs_share=0.493630
event_control,8H,BTCUSDT,FUNDING,FUNDING_HIGH,15m,ATR_ORIGIN,w8_displacement_atr,mean_event_minus_control,0.8614041451,2,2,invalid_or_unmatched=357; total=360
event_control,8H,ETHUSDT,FUNDING,FUNDING_HIGH,15m,ATR_ORIGIN,w8_displacement_atr,mean_event_minus_control,1.495341135,10,10,invalid_or_unmatched=319; total=329
event_control,8H,SOLUSDT,FUNDING,FUNDING_HIGH,15m,ATR_ORIGIN,w8_displacement_atr,mean_event_minus_control,-0.01281612216,43,43,invalid_or_unmatched=296; total=341
event_control,8H,XRPUSDT,FUNDING,FUNDING_HIGH,15m,ATR_ORIGIN,w8_displacement_atr,mean_event_minus_control,0.3736687682,56,56,invalid_or_unmatched=374; total=432
transfer_view,8H,POOLED_EQUAL_SYMBOL,FUNDING,FUNDING_HIGH,15m,ATR_ORIGIN,w8_displacement_atr,equal_symbol_mean_contrast,0.6793994816,4,,same_sign=3; max_abs_share=0.545102
event_control,8H,BTCUSDT,FUNDING,FUNDING_HIGH,15m,ATR_ORIGIN,w32_displacement_atr,mean_event_minus_control,2.318597749,2,2,invalid_or_unmatched=357; total=360
event_control,8H,ETHUSDT,FUNDING,FUNDING_HIGH,15m,ATR_ORIGIN,w32_displacement_atr,mean_event_minus_control,1.585771791,10,10,invalid_or_unmatched=319; total=329
event_control,8H,SOLUSDT,FUNDING,FUNDING_HIGH,15m,ATR_ORIGIN,w32_displacement_atr,mean_event_minus_control,1.490829815,43,43,invalid_or_unmatched=296; total=341
event_control,8H,XRPUSDT,FUNDING,FUNDING_HIGH,15m,ATR_ORIGIN,w32_displacement_atr,mean_event_minus_control,1.292790762,56,56,invalid_or_unmatched=374; total=432
transfer_view,8H,POOLED_EQUAL_SYMBOL,FUNDING,FUNDING_HIGH,15m,ATR_ORIGIN,w32_displacement_atr,equal_symbol_mean_contrast,1.671997529,4,,same_sign=4; max_abs_share=0.346681
event_control,8H,BTCUSDT,FUNDING,FUNDING_HIGH,15m,ATR_ORIGIN,w4_range_atr,mean_event_minus_control,0.540306778,2,2,invalid_or_unmatched=357; total=360
event_control,8H,ETHUSDT,FUNDING,FUNDING_HIGH,15m,ATR_ORIGIN,w4_range_atr,mean_event_minus_control,0.6670902553,10,10,invalid_or_unmatched=319; total=329
event_control,8H,SOLUSDT,FUNDING,FUNDING_HIGH,15m,ATR_ORIGIN,w4_range_atr,mean_event_minus_control,0.04082037072,43,43,invalid_or_unmatched=296; total=341
event_control,8H,XRPUSDT,FUNDING,FUNDING_HIGH,15m,ATR_ORIGIN,w4_range_atr,mean_event_minus_control,0.2013515817,56,56,invalid_or_unmatched=374; total=432
transfer_view,8H,POOLED_EQUAL_SYMBOL,FUNDING,FUNDING_HIGH,15m,ATR_ORIGIN,w4_range_atr,equal_symbol_mean_contrast,0.3623922464,4,,same_sign=4; max_abs_share=0.460199
event_control,8H,BTCUSDT,FUNDING,FUNDING_HIGH,15m,ATR_ORIGIN,w8_range_atr,mean_event_minus_control,0.494759504,2,2,invalid_or_unmatched=357; total=360
event_control,8H,ETHUSDT,FUNDING,FUNDING_HIGH,15m,ATR_ORIGIN,w8_range_atr,mean_event_minus_control,1.361690049,10,10,invalid_or_unmatched=319; total=329
event_control,8H,SOLUSDT,FUNDING,FUNDING_HIGH,15m,ATR_ORIGIN,w8_range_atr,mean_event_minus_control,0.02372649688,43,43,invalid_or_unmatched=296; total=341
event_control,8H,XRPUSDT,FUNDING,FUNDING_HIGH,15m,ATR_ORIGIN,w8_range_atr,mean_event_minus_control,0.1551265864,56,56,invalid_or_unmatched=374; total=432
transfer_view,8H,POOLED_EQUAL_SYMBOL,FUNDING,FUNDING_HIGH,15m,ATR_ORIGIN,w8_range_atr,equal_symbol_mean_contrast,0.5088256591,4,,same_sign=4; max_abs_share=0.669036
event_control,8H,BTCUSDT,FUNDING,FUNDING_HIGH,15m,ATR_ORIGIN,w32_range_atr,mean_event_minus_control,0.075847274,2,2,invalid_or_unmatched=357; total=360
event_control,8H,ETHUSDT,FUNDING,FUNDING_HIGH,15m,ATR_ORIGIN,w32_range_atr,mean_event_minus_control,1.6307893,10,10,invalid_or_unmatched=319; total=329
event_control,8H,SOLUSDT,FUNDING,FUNDING_HIGH,15m,ATR_ORIGIN,w32_range_atr,mean_event_minus_control,0.5454600745,43,43,invalid_or_unmatched=296; total=341
event_control,8H,XRPUSDT,FUNDING,FUNDING_HIGH,15m,ATR_ORIGIN,w32_range_atr,mean_event_minus_control,0.9297721481,56,56,invalid_or_unmatched=374; total=432
transfer_view,8H,POOLED_EQUAL_SYMBOL,FUNDING,FUNDING_HIGH,15m,ATR_ORIGIN,w32_range_atr,equal_symbol_mean_contrast,0.7954671992,4,,same_sign=4; max_abs_share=0.512526
event_control,8H,BTCUSDT,FUNDING,FUNDING_HIGH,15m,CONFIRMED_DIRECTION_CHANGE,displacement_atr,mean_event_minus_control,-0.2228417803,4,4,invalid_or_unmatched=356; total=360
event_control,8H,ETHUSDT,FUNDING,FUNDING_HIGH,15m,CONFIRMED_DIRECTION_CHANGE,displacement_atr,mean_event_minus_control,0.9332503525,10,10,invalid_or_unmatched=319; total=329
event_control,8H,SOLUSDT,FUNDING,FUNDING_HIGH,15m,CONFIRMED_DIRECTION_CHANGE,displacement_atr,mean_event_minus_control,-0.08079287825,48,48,invalid_or_unmatched=293; total=341
event_control,8H,XRPUSDT,FUNDING,FUNDING_HIGH,15m,CONFIRMED_DIRECTION_CHANGE,displacement_atr,mean_event_minus_control,0.2190917426,60,60,invalid_or_unmatched=372; total=432
transfer_view,8H,POOLED_EQUAL_SYMBOL,FUNDING,FUNDING_HIGH,15m,CONFIRMED_DIRECTION_CHANGE,displacement_atr,equal_symbol_mean_contrast,0.2121768591,4,,same_sign=2; max_abs_share=0.640979
event_control,8H,BTCUSDT,FUNDING,FUNDING_HIGH,15m,CONFIRMED_DIRECTION_CHANGE,range_atr,mean_event_minus_control,-0.1047468942,4,4,invalid_or_unmatched=356; total=360
event_control,8H,ETHUSDT,FUNDING,FUNDING_HIGH,15m,CONFIRMED_DIRECTION_CHANGE,range_atr,mean_event_minus_control,1.326687265,10,10,invalid_or_unmatched=319; total=329
event_control,8H,SOLUSDT,FUNDING,FUNDING_HIGH,15m,CONFIRMED_DIRECTION_CHANGE,range_atr,mean_event_minus_control,0.04481413679,48,48,invalid_or_unmatched=293; total=341
event_control,8H,XRPUSDT,FUNDING,FUNDING_HIGH,15m,CONFIRMED_DIRECTION_CHANGE,range_atr,mean_event_minus_control,0.04870474337,60,60,invalid_or_unmatched=372; total=432
transfer_view,8H,POOLED_EQUAL_SYMBOL,FUNDING,FUNDING_HIGH,15m,CONFIRMED_DIRECTION_CHANGE,range_atr,equal_symbol_mean_contrast,0.3288648128,4,,same_sign=3; max_abs_share=0.869986
event_control,8H,BTCUSDT,FUNDING,FUNDING_HIGH,15m,CONFIRMED_DIRECTION_CHANGE,efficiency,mean_event_minus_control,0.002046650655,4,4,invalid_or_unmatched=356; total=360
event_control,8H,ETHUSDT,FUNDING,FUNDING_HIGH,15m,CONFIRMED_DIRECTION_CHANGE,efficiency,mean_event_minus_control,0.03069271879,10,10,invalid_or_unmatched=319; total=329
event_control,8H,SOLUSDT,FUNDING,FUNDING_HIGH,15m,CONFIRMED_DIRECTION_CHANGE,efficiency,mean_event_minus_control,0.02695181722,48,48,invalid_or_unmatched=293; total=341
event_control,8H,XRPUSDT,FUNDING,FUNDING_HIGH,15m,CONFIRMED_DIRECTION_CHANGE,efficiency,mean_event_minus_control,0.04367620944,60,60,invalid_or_unmatched=372; total=432
transfer_view,8H,POOLED_EQUAL_SYMBOL,FUNDING,FUNDING_HIGH,15m,CONFIRMED_DIRECTION_CHANGE,efficiency,equal_symbol_mean_contrast,0.02584184903,4,,same_sign=4; max_abs_share=0.422534
event_control,8H,BTCUSDT,FUNDING,FUNDING_HIGH,15m,CONFIRMED_DIRECTION_CHANGE,close_location,mean_event_minus_control,0.02263252075,4,4,invalid_or_unmatched=356; total=360
event_control,8H,ETHUSDT,FUNDING,FUNDING_HIGH,15m,CONFIRMED_DIRECTION_CHANGE,close_location,mean_event_minus_control,0.06129387718,10,10,invalid_or_unmatched=319; total=329
event_control,8H,SOLUSDT,FUNDING,FUNDING_HIGH,15m,CONFIRMED_DIRECTION_CHANGE,close_location,mean_event_minus_control,-0.1000040463,48,48,invalid_or_unmatched=293; total=341
event_control,8H,XRPUSDT,FUNDING,FUNDING_HIGH,15m,CONFIRMED_DIRECTION_CHANGE,close_location,mean_event_minus_control,0.04573453297,60,60,invalid_or_unmatched=372; total=432
transfer_view,8H,POOLED_EQUAL_SYMBOL,FUNDING,FUNDING_HIGH,15m,CONFIRMED_DIRECTION_CHANGE,close_location,equal_symbol_mean_contrast,0.007414221141,4,,same_sign=3; max_abs_share=0.435434
event_control,8H,BTCUSDT,FUNDING,FUNDING_HIGH,15m,CONFIRMED_DIRECTION_CHANGE,recent_slope_atr,mean_event_minus_control,0.1155448126,4,4,invalid_or_unmatched=356; total=360
event_control,8H,ETHUSDT,FUNDING,FUNDING_HIGH,15m,CONFIRMED_DIRECTION_CHANGE,recent_slope_atr,mean_event_minus_control,0.1556251513,10,10,invalid_or_unmatched=319; total=329
event_control,8H,SOLUSDT,FUNDING,FUNDING_HIGH,15m,CONFIRMED_DIRECTION_CHANGE,recent_slope_atr,mean_event_minus_control,-0.1342353874,48,48,invalid_or_unmatched=293; total=341
event_control,8H,XRPUSDT,FUNDING,FUNDING_HIGH,15m,CONFIRMED_DIRECTION_CHANGE,recent_slope_atr,mean_event_minus_control,0.1569418576,60,60,invalid_or_unmatched=372; total=432
transfer_view,8H,POOLED_EQUAL_SYMBOL,FUNDING,FUNDING_HIGH,15m,CONFIRMED_DIRECTION_CHANGE,recent_slope_atr,equal_symbol_mean_contrast,0.07346910851,4,,same_sign=3; max_abs_share=0.279084
event_control,8H,BTCUSDT,FUNDING,FUNDING_HIGH,15m,CONFIRMED_DIRECTION_CHANGE,age_bars,mean_event_minus_control,-2,4,4,invalid_or_unmatched=356; total=360
event_control,8H,ETHUSDT,FUNDING,FUNDING_HIGH,15m,CONFIRMED_DIRECTION_CHANGE,age_bars,mean_event_minus_control,0.8,10,10,invalid_or_unmatched=319; total=329
event_control,8H,SOLUSDT,FUNDING,FUNDING_HIGH,15m,CONFIRMED_DIRECTION_CHANGE,age_bars,mean_event_minus_control,0.04166666667,48,48,invalid_or_unmatched=293; total=341
event_control,8H,XRPUSDT,FUNDING,FUNDING_HIGH,15m,CONFIRMED_DIRECTION_CHANGE,age_bars,mean_event_minus_control,0.01666666667,60,60,invalid_or_unmatched=372; total=432
transfer_view,8H,POOLED_EQUAL_SYMBOL,FUNDING,FUNDING_HIGH,15m,CONFIRMED_DIRECTION_CHANGE,age_bars,equal_symbol_mean_contrast,-0.2854166667,4,,same_sign=3; max_abs_share=0.699708
event_control,8H,BTCUSDT,FUNDING,FUNDING_HIGH,15m,CONFIRMED_DIRECTION_CHANGE,origin_disagreement_bars,mean_event_minus_control,-2,4,4,invalid_or_unmatched=356; total=360
